"type","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol"
"white",6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7
"white",6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7
"white",7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9
"white",6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5
"white",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4
"white",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4
"white",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4
"white",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4
"white",7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12
"white",5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5
"white",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7
"white",6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3
"white",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7
"white",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5
"white",7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8
"white",6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5
"white",6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5
"white",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5
"white",6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5
"white",5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10
"white",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3
"white",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9
"white",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4
"white",8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3
"white",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9
"white",8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3
"white",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3
"white",6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2
"white",6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5
"white",7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1
"white",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9
"white",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4
"white",7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3
"white",6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9
"white",6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7
"white",6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5
"white",5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5
"white",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6
"white",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6
"white",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2
"white",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4
"white",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2
"white",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4
"white",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1
"white",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1
"white",8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6
"white",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2
"white",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2
"white",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2
"white",7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6
"white",7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9
"white",6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6
"white",6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5
"white",7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4
"white",6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4
"white",6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1
"white",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8
"white",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8
"white",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6
"white",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2
"white",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6
"white",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2
"white",4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5
"white",6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4
"white",7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2
"white",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1
"white",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1
"white",8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3
"white",6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5
"white",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9
"white",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9
"white",8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11
"white",7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4
"white",6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3
"white",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3
"white",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1
"white",5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3
"white",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3
"white",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1
"white",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8
"white",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8
"white",5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3
"white",7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12
"white",7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9
"white",7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8
"white",7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2
"white",6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4
"white",6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4
"white",6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7
"white",6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2
"white",8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1
"white",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5
"white",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5
"white",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3
"white",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2
"white",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3
"white",6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4
"white",7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2
"white",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2
"white",6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3
"white",6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4
"white",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5
"white",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2
"white",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2
"white",7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9
"white",7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9
"white",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5
"white",6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4
"white",6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4
"white",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3
"white",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3
"white",6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7
"white",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10
"white",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10
"white",6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7
"white",5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5
"white",6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6
"white",6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9
"white",6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5
"white",6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9
"white",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4
"white",6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1
"white",8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5
"white",6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11
"white",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10
"white",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10
"white",5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7
"white",7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6
"white",7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9
"white",6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10
"white",6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10
"white",6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3
"white",6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4
"white",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1
"white",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1
"white",5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3
"white",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1
"white",7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4
"white",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5
"white",6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6
"white",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5
"white",6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6
"white",7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4
"white",7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7
"white",6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12
"white",7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3
"white",6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4
"white",6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4
"white",7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5
"white",6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6
"white",7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2
"white",6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8
"white",7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1
"white",6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1
"white",6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8
"white",6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1
"white",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5
"white",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5
"white",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5
"white",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2
"white",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5
"white",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2
"white",5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2
"white",6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6
"white",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2
"white",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2
"white",7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5
"white",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2
"white",7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2
"white",7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2
"white",5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2
"white",7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9
"white",6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2
"white",6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2
"white",5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12
"white",7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4
"white",6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4
"white",7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3
"white",5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1
"white",5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1
"white",5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1
"white",7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10
"white",5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1
"white",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4
"white",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4
"white",7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8
"white",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4
"white",6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4
"white",7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5
"white",7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12
"white",7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4
"white",6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5
"white",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5
"white",7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2
"white",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5
"white",6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98
"white",6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4
"white",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5
"white",7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2
"white",7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4
"white",7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7
"white",6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333
"white",6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333
"white",7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7
"white",7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5
"white",6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1
"white",7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5
"white",6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6
"white",7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3
"white",6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5
"white",6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4
"white",6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8
"white",6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4
"white",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5
"white",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5
"white",6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8
"white",6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2
"white",7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4
"white",6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2
"white",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4
"white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8
"white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8
"white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8
"white",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4
"white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8
"white",5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333
"white",5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4
"white",5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4
"white",5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4
"white",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333
"white",6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1
"white",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75
"white",6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9
"white",8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7
"white",6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4
"white",6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5
"white",7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8
"white",6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1
"white",6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1
"white",7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8
"white",7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3
"white",6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5
"white",6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8
"white",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9
"white",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9
"white",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9
"white",5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9
"white",6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3
"white",6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3
"white",6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11
"white",6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3
"white",7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1
"white",7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8
"white",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6
"white",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6
"white",6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1
"white",5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8
"white",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6
"white",5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55
"white",5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1
"white",6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3
"white",6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8
"white",6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7
"white",6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2
"white",5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333
"white",5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5
"white",6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5
"white",6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8
"white",5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8
"white",6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6
"white",6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7
"white",6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5
"white",8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1
"white",8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05
"white",6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1
"white",6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1
"white",6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5
"white",6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1
"white",6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6
"white",6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7
"white",5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8
"white",8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12
"white",5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8
"white",5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3
"white",6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1
"white",6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2
"white",6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11
"white",5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9
"white",5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8
"white",5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8
"white",7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5
"white",7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8
"white",6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9
"white",8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2
"white",6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.56666667
"white",6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6
"white",6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3
"white",5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2
"white",5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2
"white",6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6
"white",8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2
"white",6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1
"white",5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5
"white",4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667
"white",4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667
"white",4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5
"white",6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2
"white",7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5
"white",6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2
"white",6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8
"white",6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8
"white",6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8
"white",6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25
"white",6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7
"white",7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85
"white",6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6
"white",6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2
"white",5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10
"white",6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5
"white",6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3
